"X___1","PUMFID","PERSONID","AGEGP","SEX","MARST","PROV","IMMSTP","YRIMMGP","CMPHI","HLEV2G","CFID","CFSIZE","CFMJSI","CFATINC","CFEARNG","EFID","EFSIZE","EFATINC","HHSIZE","FWEIGHT","Province","region","sexe","statut_mat","niveau_educ"
50474,23863,2386302,8,1,1,47,6,6,1,3,"23863A01",2,2,129230,162500,"23863A",2,129230,2,274.0732,"Saskatchewan","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
50483,23867,2386702,10,2,1,35,6,6,1,4,"23867A02",2,2,65285,60000,"23867A",3,126490,3,404.0114,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
50492,23870,2387004,3,2,96,35,6,6,6,6,"23870A01",5,2,114635,135500,"23870A",5,114635,5,448.0075,"Ontario","Ontario","Femme","Non applicable","Non applicable"
50509,23878,2387801,9,1,1,13,6,6,1,3,"23878A01",4,2,60085,47000,"23878A",4,60085,4,414.3202,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
50566,23902,2390203,3,2,96,48,6,6,6,6,"23902A01",4,2,150390,192500,"23902A",4,150390,4,37.4722,"Alberta","Ouest","Femme","Non applicable","Non applicable"
50580,23909,2390901,8,1,1,48,6,6,1,3,"23909A01",4,2,174600,221750,"23909A",4,174600,4,816.6917,"Alberta","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
50616,23927,2392701,9,2,1,24,6,6,1,4,"23927A01",5,2,101830,124500,"23927A",5,101830,5,149.2812,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
50620,23927,2392705,1,2,96,24,6,6,6,6,"23927A01",5,2,101830,124500,"23927A",5,101830,5,149.2812,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
50653,23942,2394201,14,2,1,46,6,6,1,3,"23942A01",2,2,112555,131000,"23942A",2,112555,2,61.8378,"Manitoba","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
50671,23950,2395003,6,2,6,46,2,6,1,2,"23950A01",4,2,150680,164000,"23950A",4,150680,4,165.6735,"Manitoba","Ouest","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
50691,23960,2396003,2,2,96,46,6,6,6,6,"23960A01",4,2,77985,96000,"23960A",5,78335,5,368.1832,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
50724,23975,2397506,8,2,1,46,1,1,2,1,"23975A01",7,4,57400,13500,"23975A",7,57400,7,157.4988,"Manitoba","Ouest","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
50746,23983,2398303,6,1,6,35,2,6,1,4,"23983A01",4,6,147530,11500,"23983A",4,147530,4,1502.426,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
50754,23986,2398601,7,2,2,24,6,6,1,3,"23986A01",3,2,64990,45350,"23986A",3,64990,3,243.7776,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
50759,23987,2398703,1,1,96,48,6,6,6,6,"23987A01",4,4,13075,4200,"23987A",4,13075,4,942.9406,"Alberta","Ouest","Homme","Non applicable","Non applicable"
50771,23992,2399201,9,1,1,35,6,6,1,3,"23992A01",4,3,63325,65500,"23992A",4,63325,4,333.0654,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
50783,23997,2399702,16,1,1,35,6,6,1,4,"23997A01",2,3,146840,158000,"23997A",2,146840,2,336.9701,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
50794,24002,2400204,1,2,96,59,6,6,6,6,"24002A01",4,2,42775,33800,"24002A",4,42775,4,749.942,"Colombie Britanique","Colombie Britanique","Femme","Non applicable","Non applicable"
50814,24010,2401002,12,1,2,24,6,6,1,4,"24010A01",4,2,73815,80400,"24010A",4,73815,4,198.161,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
50825,24017,2401701,9,1,1,13,6,6,1,4,"24017A01",4,2,165165,207500,"24017A",4,165165,4,267.765,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
50849,24027,2402704,3,1,96,48,6,6,6,6,"24027A01",6,2,57035,52500,"24027A",6,57035,6,395.6209,"Alberta","Ouest","Homme","Non applicable","Non applicable"
50874,24038,2403803,2,2,96,46,6,6,6,6,"24038A01",4,2,101195,128500,"24038A",4,101195,4,112.5439,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
50908,24061,2406101,15,2,1,24,6,6,2,1,"24061A01",2,6,58370,0,"24061A",2,58370,2,330.9246,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
50921,24066,2406602,11,2,1,35,6,6,2,1,"24066A01",5,2,110155,126500,"24066A",5,110155,5,197.3012,"Ontario","Ontario","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
50938,24073,2407301,11,2,2,35,6,6,1,4,"24073A01",3,2,113060,138125,"24073A",3,113060,3,54.043,"Ontario","Ontario","Femme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
50972,24089,2408902,13,2,1,35,6,6,1,2,"24089A01",2,2,56820,65000,"24089A",2,56820,2,325.8788,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
50994,24099,2409901,15,1,6,35,6,6,1,2,"24099A01",1,6,76400,0,"24099A",1,76400,1,135.615,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
50995,24100,2410002,16,2,5,48,6,6,2,1,"24100A01",1,4,24725,0,"24100A",1,24725,1,96.6738,"Alberta","Ouest","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51006,24105,2410501,13,2,1,12,6,6,1,3,"24105A01",2,6,62030,26000,"24105A",2,62030,2,175.3934,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51035,24114,2411402,11,1,1,35,1,3,1,2,"24114A01",4,2,127055,144800,"24114A",5,142230,5,3063.871,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51052,24120,2412001,12,2,1,35,6,6,1,4,"24120A01",3,2,158980,198500,"24120A",3,158980,3,536.3338,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51093,24137,2413701,11,1,1,11,6,6,1,2,"24137A01",4,2,90235,103550,"24137A",4,90235,4,122.9761,"Ile du prince Edouard","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51096,24137,2413704,4,1,6,11,6,6,2,1,"24137A01",4,2,90235,103550,"24137A",4,90235,4,122.9761,"Ile du prince Edouard","Atlantique","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51106,24141,2414102,1,1,96,35,6,6,6,6,"24141A01",4,2,157935,199075,"24141A",4,157935,4,195.1,"Ontario","Ontario","Homme","Non applicable","Non applicable"
51112,24142,2414204,3,2,96,35,6,6,6,6,"24142A01",6,2,143865,155000,"24142A",6,143865,6,512.9769,"Ontario","Ontario","Femme","Non applicable","Non applicable"
51135,24150,2415003,1,1,96,24,6,6,6,6,"24150A01",4,2,108355,125000,"24150A",4,108355,4,1943.044,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
51144,24154,2415401,16,2,6,35,1,5,1,3,"24154A01",1,4,17400,0,"24154A",1,17400,1,2169.116,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51149,24158,2415803,9,2,2,59,6,6,1,2,"24158A01",4,2,101115,115000,"24158A",4,101115,4,406.5254,"Colombie Britanique","Colombie Britanique","Femme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51157,24163,2416301,15,2,3,59,2,6,1,2,"24163A01",2,2,72900,39000,"24163A",2,72900,2,1043.767,"Colombie Britanique","Colombie Britanique","Femme","S<U+00E9>par<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51187,24174,2417403,8,2,2,13,6,6,1,4,"24174A02",3,2,70460,70500,"24174A",5,94685,5,309.6079,"Nouveau-Brunswick","Atlantique","Femme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
51192,24176,2417602,16,1,1,46,1,5,2,1,"24176A01",2,4,42950,0,"24176A",2,42950,2,229.3485,"Manitoba","Ouest","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51230,24192,2419201,7,2,2,24,6,6,1,3,"24192A01",3,2,65500,81000,"24192A",3,65500,3,117.7187,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51239,24195,2419501,7,2,1,59,6,6,1,3,"24195A01",4,2,80725,90000,"24195A",4,80725,4,555.1671,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51251,24198,2419804,2,2,96,47,6,6,6,6,"24198A01",4,2,245660,247500,"24198A",4,245660,4,111.3388,"Saskatchewan","Ouest","Femme","Non applicable","Non applicable"
51283,24212,2421202,16,1,1,59,6,6,1,2,"24212A01",2,4,43100,825,"24212A",2,43100,2,615.7145,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51295,24217,2421703,3,2,96,35,6,6,6,6,"24217A01",3,2,222660,302500,"24217A",3,222660,3,1028.101,"Ontario","Ontario","Femme","Non applicable","Non applicable"
51318,24230,2423002,11,1,99,48,6,6,1,9,"24230A01",2,2,47980,57500,"24230A",2,47980,2,714.1869,"Alberta","Ouest","Homme","Non r<U+00E9>ponse","Non r<U+00E9>ponse"
51325,24233,2423302,14,2,1,35,2,6,1,3,"24233A01",2,6,34490,525,"24233A",2,34490,2,910.0867,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51328,24234,2423403,1,2,96,24,6,6,6,6,"24234A01",3,2,105590,133000,"24234A",3,105590,3,528.3442,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
51329,24235,2423501,16,2,5,35,1,2,1,4,"24235A01",1,4,21075,0,"24235A",1,21075,1,1397.376,"Ontario","Ontario","Femme","Veuf","Dipl<U+00F4>me ou certificat universitaire"
51353,24251,2425101,14,2,5,13,6,6,1,2,"24251A01",1,2,52910,42000,"24251A",1,52910,1,159.8383,"Nouveau-Brunswick","Atlantique","Femme","Veuf","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51447,24296,2429603,1,2,96,48,6,6,6,6,"24296A01",3,2,84420,94800,"24296A",3,84420,3,97.813,"Alberta","Ouest","Femme","Non applicable","Non applicable"
51464,24303,2430302,14,2,2,24,6,6,2,1,"24303A01",2,6,50105,0,"24303A",2,50105,2,399.0909,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51469,24306,2430602,7,1,2,59,2,6,1,4,"24306A01",2,2,84940,100500,"24306A",2,84940,2,335.4974,"Colombie Britanique","Colombie Britanique","Homme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
51482,24311,2431101,13,1,2,12,6,6,2,3,"24311A01",2,2,66220,29000,"24311A",2,66220,2,160.8503,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51503,24319,2431901,13,1,2,24,6,6,1,2,"24319A01",2,2,40770,30500,"24319A",2,40770,2,1089.743,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51527,24331,2433102,16,1,1,12,6,6,2,1,"24331A01",2,4,39150,0,"24331A",2,39150,2,176.3218,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51528,24332,2433201,13,1,1,35,6,6,1,4,"24332A01",2,6,102925,52500,"24332A",2,102925,2,598.8822,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51530,24333,2433301,15,2,5,47,6,6,2,3,"24333A01",1,2,57930,39000,"24333A",1,57930,1,121.3656,"Saskatchewan","Ouest","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51544,24340,2434002,16,1,1,35,6,6,1,4,"24340A01",2,6,162525,1000,"24340A",2,162525,2,167.8342,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51556,24345,2434501,12,1,4,35,6,6,1,4,"24345A01",2,2,1755,5500,"24345A",2,1755,2,209.8971,"Ontario","Ontario","Homme","Divorc<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51559,24347,2434701,15,1,3,35,6,6,1,4,"24347A01",1,2,45990,37000,"24347A",1,45990,1,210.8113,"Ontario","Ontario","Homme","S<U+00E9>par<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51562,24348,2434803,4,1,6,46,2,6,2,1,"24348A01",4,2,105000,130000,"24348A",4,105000,4,229.685,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51563,24348,2434804,3,2,96,46,6,6,6,6,"24348A01",4,2,105000,130000,"24348A",4,105000,4,229.685,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
51581,24356,2435603,6,1,6,46,2,6,1,4,"24356A01",4,2,136980,140000,"24356A",4,136980,4,519.6928,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51646,24384,2438402,13,1,2,24,6,6,1,3,"24384A01",2,2,116920,145000,"24384A",2,116920,2,164.3266,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51697,24408,2440801,13,1,1,35,6,6,1,2,"24408A01",2,2,56810,32500,"24408A",2,56810,2,126.9652,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51712,24417,2441701,13,2,1,59,2,6,1,2,"24417A01",3,2,132480,149000,"24417A",3,132480,3,984.354,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51737,24427,2442702,16,1,1,46,2,6,1,2,"24427A01",3,2,93550,50000,"24427A",3,93550,3,127.2739,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51755,24435,2443501,13,2,1,47,6,6,1,4,"24435A01",2,2,88075,105500,"24435A",2,88075,2,117.0728,"Saskatchewan","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51787,24446,2444604,6,1,6,35,6,6,1,2,"24446A01",4,2,175790,195500,"24446A",4,175790,4,343.9805,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51793,24448,2444801,14,1,1,12,6,6,1,3,"24448A01",3,4,36050,16000,"24448A",3,36050,3,381.6489,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51816,24458,2445801,14,2,4,47,6,6,1,3,"24458A01",1,2,24730,26000,"24458A",3,45955,3,219.1312,"Saskatchewan","Ouest","Femme","Divorc<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51835,24467,2446701,16,2,1,59,6,6,1,2,"24467A01",2,6,46250,0,"24467A",2,46250,2,479.5692,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
51849,24474,2447402,3,1,96,46,6,6,6,6,"24474A01",5,4,36350,0,"24474A",5,36350,5,91.3453,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
51869,24483,2448301,15,2,6,46,1,4,1,3,"24483A01",1,4,27850,0,"24483A",1,27850,1,118.3055,"Manitoba","Ouest","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
51872,24485,2448501,7,2,1,35,6,6,1,4,"24485A01",2,2,62580,65500,"24485A",2,62580,2,771.7094,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51899,24495,2449504,4,2,6,24,6,6,2,1,"24495A01",4,2,74845,63500,"24495A",4,74845,4,839.5109,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51922,24505,2450501,8,1,6,35,1,1,1,4,"24505A01",1,2,24570,18675,"24505A",1,24570,1,3091.713,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
51959,24517,2451704,3,2,96,13,6,6,6,6,"24517A01",4,2,62575,63600,"24517A",4,62575,4,222.6528,"Nouveau-Brunswick","Atlantique","Femme","Non applicable","Non applicable"
51987,24528,2452802,5,2,6,48,6,6,2,1,"24528A01",4,2,79290,42050,"24528A",4,79290,4,51.1059,"Alberta","Ouest","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
51995,24531,2453101,12,2,1,24,2,6,1,3,"24531A01",2,3,135580,178500,"24531A",2,135580,2,2297.155,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52008,24536,2453604,4,1,6,48,6,6,2,1,"24536A01",4,2,325205,447500,"24536A",4,325205,4,498.9169,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52029,24545,2454502,16,2,1,13,6,6,2,3,"24545A01",2,6,42825,0,"24545A",2,42825,2,142.7691,"Nouveau-Brunswick","Atlantique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52044,24553,2455301,11,2,1,35,6,6,1,4,"24553A01",4,2,72680,79300,"24553A",4,72680,4,116.4676,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
52061,24558,2455803,2,2,96,47,6,6,6,6,"24558A01",2,2,54105,41000,"24558A",3,119330,3,132.9957,"Saskatchewan","Ouest","Femme","Non applicable","Non applicable"
52062,24559,2455901,8,2,1,10,6,6,1,3,"24559A01",5,4,78300,35850,"24559A",5,78300,5,269.0763,"Terre-Neuve-et-Labrador","Atlantique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52083,24568,2456801,16,2,5,24,2,6,1,4,"24568A01",1,6,43930,0,"24568A",1,43930,1,1753.33,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Veuf","Dipl<U+00F4>me ou certificat universitaire"
52084,24569,2456901,9,2,6,24,6,6,1,3,"24569A01",4,4,30375,0,"24569A",4,30375,4,228.5335,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52093,24572,2457202,8,2,1,46,6,6,1,3,"24572A01",4,2,94090,104500,"24572A",4,94090,4,152.8802,"Manitoba","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52094,24572,2457203,2,1,96,46,6,6,6,6,"24572A01",4,2,94090,104500,"24572A",4,94090,4,152.8802,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
52109,24577,2457702,7,1,2,47,6,6,1,3,"24577A01",2,2,105015,132500,"24577A",2,105015,3,252.0622,"Saskatchewan","Ouest","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52125,24583,2458301,16,2,5,12,6,6,1,3,"24583A01",1,4,20950,0,"24583A",1,20950,1,148.8672,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52168,24608,2460802,13,1,1,24,2,6,1,2,"24608A01",2,2,99930,123000,"24608A",2,99930,2,1525.058,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52171,24610,2461001,15,2,5,46,2,6,2,1,"24610A01",2,2,128675,134500,"24610A",2,128675,6,467.6999,"Manitoba","Ouest","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52181,24612,2461203,2,2,96,24,6,6,6,6,"24612A01",5,2,76755,80450,"24612A",5,76755,5,258.8729,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
52193,24616,2461601,7,2,1,10,6,6,1,4,"24616A01",2,3,182890,229000,"24616A",2,182890,2,189.083,"Terre-Neuve-et-Labrador","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
52220,24623,2462301,16,2,5,47,6,6,2,3,"24623A01",1,6,42030,13500,"24623A",1,42030,1,173.2366,"Saskatchewan","Ouest","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52250,24634,2463402,13,2,1,35,6,6,2,1,"24634A01",3,2,45765,22000,"24634A",3,45765,3,1034.639,"Ontario","Ontario","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52251,24634,2463403,5,2,6,35,6,6,2,1,"24634A01",3,2,45765,22000,"24634A",3,45765,3,1034.639,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52280,24647,2464702,11,2,1,35,2,6,1,3,"24647A01",3,2,225390,285000,"24647A",3,225390,3,497.0431,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52294,24654,2465401,14,1,1,47,6,6,1,3,"24654A01",4,2,102240,93000,"24654A",4,102240,4,449.9239,"Saskatchewan","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52297,24654,2465404,6,2,6,47,6,6,1,4,"24654A01",4,2,102240,93000,"24654A",4,102240,4,449.9239,"Saskatchewan","Ouest","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
52301,24655,2465504,2,1,96,35,6,6,6,6,"24655A02",3,2,61095,44500,"24655A",4,82595,4,821.7051,"Ontario","Ontario","Homme","Non applicable","Non applicable"
52303,24657,2465701,11,2,1,59,6,6,1,9,"24657A01",5,2,229760,316300,"24657A",5,229760,5,553.3139,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Non r<U+00E9>ponse"
52309,24658,2465803,6,2,6,35,2,6,1,2,"24658A01",5,2,45750,32400,"24658A",5,45750,6,2275.83,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52324,24664,2466401,8,2,2,11,6,6,1,2,"24664A01",5,2,50545,28925,"24664A",5,50545,5,148.8095,"Ile du prince Edouard","Atlantique","Femme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52331,24666,2466601,14,1,4,47,6,6,1,2,"24666A01",1,5,127080,5750,"24666A",1,127080,1,154.5333,"Saskatchewan","Ouest","Homme","Divorc<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52352,24674,2467403,6,1,6,35,1,2,1,2,"24674A01",3,5,4800,0,"24674A",3,4800,3,2423.395,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52371,24683,2468303,6,1,6,47,6,6,2,1,"24683A01",3,2,190095,270000,"24683A",3,190095,3,227.225,"Saskatchewan","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52394,24693,2469301,7,1,6,13,6,6,1,2,"24693A01",1,2,46820,57500,"24693A",2,74905,2,440.6427,"Nouveau-Brunswick","Atlantique","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52414,24700,2470001,8,1,2,24,6,6,1,2,"24700A01",2,2,90880,125000,"24700A",2,90880,2,177.26,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52417,24702,2470201,9,2,6,35,6,6,1,3,"24702A01",1,2,32310,37000,"24702A",1,32310,1,512.9732,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52438,24708,2470801,15,1,1,59,6,6,2,1,"24708A01",2,4,4700,0,"24708A",2,4700,2,187.0116,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52445,24713,2471301,10,2,2,46,2,6,2,3,"24713A01",4,4,37095,5200,"24713A",4,37095,4,104.5383,"Manitoba","Ouest","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52458,24719,2471902,11,2,1,35,1,4,1,4,"24719A01",5,2,133505,134075,"24719A",5,133505,5,1858.606,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
52479,24728,2472802,9,2,1,24,6,6,2,1,"24728A01",4,2,45760,33250,"24728A",4,45760,4,313.7147,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
