Ref_Date,GEO,INT,Vector,Coordinate,Value
1962/03,British Columbia,Out-migrants,v509054,11.2,7452
1962/06,British Columbia,Out-migrants,v509054,11.2,7792
1962/09,British Columbia,Out-migrants,v509054,11.2,11571
1962/12,British Columbia,Out-migrants,v509054,11.2,9134
1963/03,British Columbia,Out-migrants,v509054,11.2,6633
1963/06,British Columbia,Out-migrants,v509054,11.2,8286
1963/09,British Columbia,Out-migrants,v509054,11.2,11651
1963/12,British Columbia,Out-migrants,v509054,11.2,9027
1964/03,British Columbia,Out-migrants,v509054,11.2,7400
1964/06,British Columbia,Out-migrants,v509054,11.2,6774
1964/09,British Columbia,Out-migrants,v509054,11.2,11810
1964/12,British Columbia,Out-migrants,v509054,11.2,10366
1965/03,British Columbia,Out-migrants,v509054,11.2,8012
1965/06,British Columbia,Out-migrants,v509054,11.2,7846
1965/09,British Columbia,Out-migrants,v509054,11.2,11884
1965/12,British Columbia,Out-migrants,v509054,11.2,11227
1966/03,British Columbia,Out-migrants,v509054,11.2,8603
1966/06,British Columbia,Out-migrants,v509054,11.2,7568
1966/09,British Columbia,Out-migrants,v509054,11.2,14057
1966/12,British Columbia,Out-migrants,v509054,11.2,13645
1967/03,British Columbia,Out-migrants,v509054,11.2,10213
1967/06,British Columbia,Out-migrants,v509054,11.2,10720
1967/09,British Columbia,Out-migrants,v509054,11.2,15233
1967/12,British Columbia,Out-migrants,v509054,11.2,13716
1968/03,British Columbia,Out-migrants,v509054,11.2,10711
1968/06,British Columbia,Out-migrants,v509054,11.2,10304
1968/09,British Columbia,Out-migrants,v509054,11.2,11573
1968/12,British Columbia,Out-migrants,v509054,11.2,14202
1969/03,British Columbia,Out-migrants,v509054,11.2,9301
1969/06,British Columbia,Out-migrants,v509054,11.2,9030
1969/09,British Columbia,Out-migrants,v509054,11.2,15175
1969/12,British Columbia,Out-migrants,v509054,11.2,11238
1970/03,British Columbia,Out-migrants,v509054,11.2,13085
1970/06,British Columbia,Out-migrants,v509054,11.2,8242
1970/09,British Columbia,Out-migrants,v509054,11.2,13475
1970/12,British Columbia,Out-migrants,v509054,11.2,17077
1971/03,British Columbia,Out-migrants,v509054,11.2,11265
1971/06,British Columbia,Out-migrants,v509054,11.2,10414
1971/09,British Columbia,Out-migrants,v509054,11.2,15354
1971/12,British Columbia,Out-migrants,v509054,11.2,12805
1972/03,British Columbia,Out-migrants,v509054,11.2,9023
1972/06,British Columbia,Out-migrants,v509054,11.2,10154
1972/09,British Columbia,Out-migrants,v509054,11.2,14883
1972/12,British Columbia,Out-migrants,v509054,11.2,13351
1973/03,British Columbia,Out-migrants,v509054,11.2,12227
1973/06,British Columbia,Out-migrants,v509054,11.2,11220
1973/09,British Columbia,Out-migrants,v509054,11.2,16777
1973/12,British Columbia,Out-migrants,v509054,11.2,16331
1974/03,British Columbia,Out-migrants,v509054,11.2,12239
1974/06,British Columbia,Out-migrants,v509054,11.2,12330
1974/09,British Columbia,Out-migrants,v509054,11.2,19894
1974/12,British Columbia,Out-migrants,v509054,11.2,17055
1975/03,British Columbia,Out-migrants,v509054,11.2,15208
1975/06,British Columbia,Out-migrants,v509054,11.2,13204
1975/09,British Columbia,Out-migrants,v509054,11.2,19676
1975/12,British Columbia,Out-migrants,v509054,11.2,15912
1976/03,British Columbia,Out-migrants,v509054,11.2,14523
1976/06,British Columbia,Out-migrants,v509054,11.2,13491
1976/09,British Columbia,Out-migrants,v509054,11.2,18962
1976/12,British Columbia,Out-migrants,v509054,11.2,11836
1977/03,British Columbia,Out-migrants,v509054,11.2,10277
1977/06,British Columbia,Out-migrants,v509054,11.2,12108
1977/09,British Columbia,Out-migrants,v509054,11.2,16233
1977/12,British Columbia,Out-migrants,v509054,11.2,10208
1978/03,British Columbia,Out-migrants,v509054,11.2,8897
1978/06,British Columbia,Out-migrants,v509054,11.2,10457
1978/09,British Columbia,Out-migrants,v509054,11.2,16168
1978/12,British Columbia,Out-migrants,v509054,11.2,10113
1979/03,British Columbia,Out-migrants,v509054,11.2,8833
1979/06,British Columbia,Out-migrants,v509054,11.2,10387
1979/09,British Columbia,Out-migrants,v509054,11.2,14357
1979/12,British Columbia,Out-migrants,v509054,11.2,9043
1980/03,British Columbia,Out-migrants,v509054,11.2,7881
1980/06,British Columbia,Out-migrants,v509054,11.2,9211
1980/09,British Columbia,Out-migrants,v509054,11.2,15152
1980/12,British Columbia,Out-migrants,v509054,11.2,9509
1981/03,British Columbia,Out-migrants,v509054,11.2,8240
1981/06,British Columbia,Out-migrants,v509054,11.2,9750
1981/09,British Columbia,Out-migrants,v509054,11.2,17084
1981/12,British Columbia,Out-migrants,v509054,11.2,10998
1982/03,British Columbia,Out-migrants,v509054,11.2,9707
1982/06,British Columbia,Out-migrants,v509054,11.2,11489
1982/09,British Columbia,Out-migrants,v509054,11.2,16409
1982/12,British Columbia,Out-migrants,v509054,11.2,10112
1983/03,British Columbia,Out-migrants,v509054,11.2,8593
1983/06,British Columbia,Out-migrants,v509054,11.2,10596
1983/09,British Columbia,Out-migrants,v509054,11.2,13576
1983/12,British Columbia,Out-migrants,v509054,11.2,8369
1984/03,British Columbia,Out-migrants,v509054,11.2,7141
1984/06,British Columbia,Out-migrants,v509054,11.2,8366
1984/09,British Columbia,Out-migrants,v509054,11.2,14059
1984/12,British Columbia,Out-migrants,v509054,11.2,9220
1985/03,British Columbia,Out-migrants,v509054,11.2,8200
1985/06,British Columbia,Out-migrants,v509054,11.2,10610
1985/09,British Columbia,Out-migrants,v509054,11.2,15811
1985/12,British Columbia,Out-migrants,v509054,11.2,10710
1986/03,British Columbia,Out-migrants,v509054,11.2,9481
1986/06,British Columbia,Out-migrants,v509054,11.2,12119
1986/09,British Columbia,Out-migrants,v509054,11.2,16480
1986/12,British Columbia,Out-migrants,v509054,11.2,10836
1987/03,British Columbia,Out-migrants,v509054,11.2,8252
1987/06,British Columbia,Out-migrants,v509054,11.2,9447
1987/09,British Columbia,Out-migrants,v509054,11.2,15769
1987/12,British Columbia,Out-migrants,v509054,11.2,10051
1988/03,British Columbia,Out-migrants,v509054,11.2,7574
1988/06,British Columbia,Out-migrants,v509054,11.2,9368
1988/09,British Columbia,Out-migrants,v509054,11.2,14938
1988/12,British Columbia,Out-migrants,v509054,11.2,9682
1989/03,British Columbia,Out-migrants,v509054,11.2,7501
1989/06,British Columbia,Out-migrants,v509054,11.2,9703
1989/09,British Columbia,Out-migrants,v509054,11.2,14955
1989/12,British Columbia,Out-migrants,v509054,11.2,9743
1990/03,British Columbia,Out-migrants,v509054,11.2,7544
1990/06,British Columbia,Out-migrants,v509054,11.2,9993
1990/09,British Columbia,Out-migrants,v509054,11.2,14098
1990/12,British Columbia,Out-migrants,v509054,11.2,7481
1991/03,British Columbia,Out-migrants,v509054,11.2,6481
1991/06,British Columbia,Out-migrants,v509054,11.2,10304
1991/09,British Columbia,Out-migrants,v509054,11.2,14493
1991/12,British Columbia,Out-migrants,v509054,11.2,8007
1992/03,British Columbia,Out-migrants,v509054,11.2,6829
1992/06,British Columbia,Out-migrants,v509054,11.2,10362
1992/09,British Columbia,Out-migrants,v509054,11.2,14068
1992/12,British Columbia,Out-migrants,v509054,11.2,7759
1993/03,British Columbia,Out-migrants,v509054,11.2,6639
1993/06,British Columbia,Out-migrants,v509054,11.2,10198
1993/09,British Columbia,Out-migrants,v509054,11.2,13647
1993/12,British Columbia,Out-migrants,v509054,11.2,7148
1994/03,British Columbia,Out-migrants,v509054,11.2,7399
1994/06,British Columbia,Out-migrants,v509054,11.2,10484
1994/09,British Columbia,Out-migrants,v509054,11.2,13216
1994/12,British Columbia,Out-migrants,v509054,11.2,8963
1995/03,British Columbia,Out-migrants,v509054,11.2,8654
1995/06,British Columbia,Out-migrants,v509054,11.2,10659
1995/09,British Columbia,Out-migrants,v509054,11.2,14530
1995/12,British Columbia,Out-migrants,v509054,11.2,9848
1996/03,British Columbia,Out-migrants,v509054,11.2,8785
1996/06,British Columbia,Out-migrants,v509054,11.2,11771
1996/09,British Columbia,Out-migrants,v509054,11.2,14894
1996/12,British Columbia,Out-migrants,v509054,11.2,9480
1997/03,British Columbia,Out-migrants,v509054,11.2,11031
1997/06,British Columbia,Out-migrants,v509054,11.2,14147
1997/09,British Columbia,Out-migrants,v509054,11.2,17771
1997/12,British Columbia,Out-migrants,v509054,11.2,9100
1998/03,British Columbia,Out-migrants,v509054,11.2,15162
1998/06,British Columbia,Out-migrants,v509054,11.2,19520
1998/09,British Columbia,Out-migrants,v509054,11.2,17961
1998/12,British Columbia,Out-migrants,v509054,11.2,11366
1999/03,British Columbia,Out-migrants,v509054,11.2,11951
1999/06,British Columbia,Out-migrants,v509054,11.2,16506
1999/09,British Columbia,Out-migrants,v509054,11.2,17681
1999/12,British Columbia,Out-migrants,v509054,11.2,9844
2000/03,British Columbia,Out-migrants,v509054,11.2,13871
2000/06,British Columbia,Out-migrants,v509054,11.2,16679
2000/09,British Columbia,Out-migrants,v509054,11.2,17096
2000/12,British Columbia,Out-migrants,v509054,11.2,11146
2001/03,British Columbia,Out-migrants,v509054,11.2,10134
2001/06,British Columbia,Out-migrants,v509054,11.2,13248
2001/09,British Columbia,Out-migrants,v509054,11.2,17902
2001/12,British Columbia,Out-migrants,v509054,11.2,10152
2002/03,British Columbia,Out-migrants,v509054,11.2,11516
2002/06,British Columbia,Out-migrants,v509054,11.2,16145
2002/09,British Columbia,Out-migrants,v509054,11.2,15936
2002/12,British Columbia,Out-migrants,v509054,11.2,8627
2003/03,British Columbia,Out-migrants,v509054,11.2,10145
2003/06,British Columbia,Out-migrants,v509054,11.2,14407
2003/09,British Columbia,Out-migrants,v509054,11.2,13093
2003/12,British Columbia,Out-migrants,v509054,11.2,7612
2004/03,British Columbia,Out-migrants,v509054,11.2,9674
2004/06,British Columbia,Out-migrants,v509054,11.2,12162
2004/09,British Columbia,Out-migrants,v509054,11.2,12731
2004/12,British Columbia,Out-migrants,v509054,11.2,8705
2005/03,British Columbia,Out-migrants,v509054,11.2,10184
2005/06,British Columbia,Out-migrants,v509054,11.2,14446
2005/09,British Columbia,Out-migrants,v509054,11.2,13459
2005/12,British Columbia,Out-migrants,v509054,11.2,8689
2006/03,British Columbia,Out-migrants,v509054,11.2,10411
2006/06,British Columbia,Out-migrants,v509054,11.2,11737
2006/09,British Columbia,Out-migrants,v509054,11.2,15244
2006/12,British Columbia,Out-migrants,v509054,11.2,8639
2007/03,British Columbia,Out-migrants,v509054,11.2,8467
2007/06,British Columbia,Out-migrants,v509054,11.2,10827
2007/09,British Columbia,Out-migrants,v509054,11.2,13449
2007/12,British Columbia,Out-migrants,v509054,11.2,7513
2008/03,British Columbia,Out-migrants,v509054,11.2,9224
2008/06,British Columbia,Out-migrants,v509054,11.2,12567
2008/09,British Columbia,Out-migrants,v509054,11.2,13739
2008/12,British Columbia,Out-migrants,v509054,11.2,7284
2009/03,British Columbia,Out-migrants,v509054,11.2,9672
2009/06,British Columbia,Out-migrants,v509054,11.2,10371
2009/09,British Columbia,Out-migrants,v509054,11.2,11543
2009/12,British Columbia,Out-migrants,v509054,11.2,6851
2010/03,British Columbia,Out-migrants,v509054,11.2,9861
2010/06,British Columbia,Out-migrants,v509054,11.2,12486
2010/09,British Columbia,Out-migrants,v509054,11.2,12957
2010/12,British Columbia,Out-migrants,v509054,11.2,8534
2011/03,British Columbia,Out-migrants,v509054,11.2,10119
2011/06,British Columbia,Out-migrants,v509054,11.2,12823
2011/09,British Columbia,Out-migrants,v509054,11.2,16041
2011/12,British Columbia,Out-migrants,v509054,11.2,9323
2012/03,British Columbia,Out-migrants,v509054,11.2,12542
2012/06,British Columbia,Out-migrants,v509054,11.2,16475
2012/09,British Columbia,Out-migrants,v509054,11.2,15034
2012/12,British Columbia,Out-migrants,v509054,11.2,8562
2013/03,British Columbia,Out-migrants,v509054,11.2,10358
2013/06,British Columbia,Out-migrants,v509054,11.2,16422
2013/09,British Columbia,Out-migrants,v509054,11.2,12323
2013/12,British Columbia,Out-migrants,v509054,11.2,8555
2014/03,British Columbia,Out-migrants,v509054,11.2,10629
2014/06,British Columbia,Out-migrants,v509054,11.2,16179
2014/09,British Columbia,Out-migrants,v509054,11.2,10964
2014/12,British Columbia,Out-migrants,v509054,11.2,7401
2015/03,British Columbia,Out-migrants,v509054,11.2,10524
2015/06,British Columbia,Out-migrants,v509054,11.2,16439
2015/09,British Columbia,Out-migrants,v509054,11.2,11834
2015/12,British Columbia,Out-migrants,v509054,11.2,6751
2016/03,British Columbia,Out-migrants,v509054,11.2,9734
2016/06,British Columbia,Out-migrants,v509054,11.2,13517
2016/09,British Columbia,Out-migrants,v509054,11.2,14048
2016/12,British Columbia,Out-migrants,v509054,11.2,6838
2017/03,British Columbia,Out-migrants,v509054,11.2,11028
2017/06,British Columbia,Out-migrants,v509054,11.2,17042
1971/09,Yukon,In-migrants,v509040,12.1,960
1971/12,Yukon,In-migrants,v509040,12.1,720
1972/03,Yukon,In-migrants,v509040,12.1,525
1972/06,Yukon,In-migrants,v509040,12.1,541
1972/09,Yukon,In-migrants,v509040,12.1,915
1972/12,Yukon,In-migrants,v509040,12.1,835
1973/03,Yukon,In-migrants,v509040,12.1,616
1973/06,Yukon,In-migrants,v509040,12.1,463
1973/09,Yukon,In-migrants,v509040,12.1,468
1973/12,Yukon,In-migrants,v509040,12.1,739
1974/03,Yukon,In-migrants,v509040,12.1,482
1974/06,Yukon,In-migrants,v509040,12.1,617
1974/09,Yukon,In-migrants,v509040,12.1,894
1974/12,Yukon,In-migrants,v509040,12.1,787
1975/03,Yukon,In-migrants,v509040,12.1,698
1975/06,Yukon,In-migrants,v509040,12.1,518
1975/09,Yukon,In-migrants,v509040,12.1,908
1975/12,Yukon,In-migrants,v509040,12.1,626
1976/03,Yukon,In-migrants,v509040,12.1,461
1976/06,Yukon,In-migrants,v509040,12.1,599
1976/09,Yukon,In-migrants,v509040,12.1,1019
1976/12,Yukon,In-migrants,v509040,12.1,506
1977/03,Yukon,In-migrants,v509040,12.1,493
1977/06,Yukon,In-migrants,v509040,12.1,684
1977/09,Yukon,In-migrants,v509040,12.1,1069
1977/12,Yukon,In-migrants,v509040,12.1,524
1978/03,Yukon,In-migrants,v509040,12.1,502
1978/06,Yukon,In-migrants,v509040,12.1,705
1978/09,Yukon,In-migrants,v509040,12.1,961
1978/12,Yukon,In-migrants,v509040,12.1,454
1979/03,Yukon,In-migrants,v509040,12.1,425
1979/06,Yukon,In-migrants,v509040,12.1,606
1979/09,Yukon,In-migrants,v509040,12.1,902
1979/12,Yukon,In-migrants,v509040,12.1,439
1980/03,Yukon,In-migrants,v509040,12.1,392
1980/06,Yukon,In-migrants,v509040,12.1,559
1980/09,Yukon,In-migrants,v509040,12.1,1048
1980/12,Yukon,In-migrants,v509040,12.1,503
1981/03,Yukon,In-migrants,v509040,12.1,460
1981/06,Yukon,In-migrants,v509040,12.1,638
1981/09,Yukon,In-migrants,v509040,12.1,883
1981/12,Yukon,In-migrants,v509040,12.1,573
1982/03,Yukon,In-migrants,v509040,12.1,411
1982/06,Yukon,In-migrants,v509040,12.1,545
1982/09,Yukon,In-migrants,v509040,12.1,505
1982/12,Yukon,In-migrants,v509040,12.1,208
1983/03,Yukon,In-migrants,v509040,12.1,234
1983/06,Yukon,In-migrants,v509040,12.1,376
1983/09,Yukon,In-migrants,v509040,12.1,667
1983/12,Yukon,In-migrants,v509040,12.1,275
1984/03,Yukon,In-migrants,v509040,12.1,313
1984/06,Yukon,In-migrants,v509040,12.1,431
1984/09,Yukon,In-migrants,v509040,12.1,596
1984/12,Yukon,In-migrants,v509040,12.1,353
1985/03,Yukon,In-migrants,v509040,12.1,276
1985/06,Yukon,In-migrants,v509040,12.1,291
1985/09,Yukon,In-migrants,v509040,12.1,601
1985/12,Yukon,In-migrants,v509040,12.1,373
1986/03,Yukon,In-migrants,v509040,12.1,282
1986/06,Yukon,In-migrants,v509040,12.1,358
1986/09,Yukon,In-migrants,v509040,12.1,853
1986/12,Yukon,In-migrants,v509040,12.1,692
1987/03,Yukon,In-migrants,v509040,12.1,424
1987/06,Yukon,In-migrants,v509040,12.1,424
1987/09,Yukon,In-migrants,v509040,12.1,789
1987/12,Yukon,In-migrants,v509040,12.1,670
1988/03,Yukon,In-migrants,v509040,12.1,577
1988/06,Yukon,In-migrants,v509040,12.1,455
1988/09,Yukon,In-migrants,v509040,12.1,577
1988/12,Yukon,In-migrants,v509040,12.1,827
1989/03,Yukon,In-migrants,v509040,12.1,473
1989/06,Yukon,In-migrants,v509040,12.1,452
1989/09,Yukon,In-migrants,v509040,12.1,553
1989/12,Yukon,In-migrants,v509040,12.1,838
1990/03,Yukon,In-migrants,v509040,12.1,477
1990/06,Yukon,In-migrants,v509040,12.1,474
1990/09,Yukon,In-migrants,v509040,12.1,725
1990/12,Yukon,In-migrants,v509040,12.1,487
1991/03,Yukon,In-migrants,v509040,12.1,369
1991/06,Yukon,In-migrants,v509040,12.1,564
1991/09,Yukon,In-migrants,v509040,12.1,842
1991/12,Yukon,In-migrants,v509040,12.1,517
1992/03,Yukon,In-migrants,v509040,12.1,417
1992/06,Yukon,In-migrants,v509040,12.1,739
1992/09,Yukon,In-migrants,v509040,12.1,717
1992/12,Yukon,In-migrants,v509040,12.1,462
1993/03,Yukon,In-migrants,v509040,12.1,356
1993/06,Yukon,In-migrants,v509040,12.1,538
1993/09,Yukon,In-migrants,v509040,12.1,524
1993/12,Yukon,In-migrants,v509040,12.1,219
1994/03,Yukon,In-migrants,v509040,12.1,308
1994/06,Yukon,In-migrants,v509040,12.1,507
1994/09,Yukon,In-migrants,v509040,12.1,475
1994/12,Yukon,In-migrants,v509040,12.1,499
1995/03,Yukon,In-migrants,v509040,12.1,419
1995/06,Yukon,In-migrants,v509040,12.1,674
1995/09,Yukon,In-migrants,v509040,12.1,721
1995/12,Yukon,In-migrants,v509040,12.1,493
1996/03,Yukon,In-migrants,v509040,12.1,432
1996/06,Yukon,In-migrants,v509040,12.1,557
1996/09,Yukon,In-migrants,v509040,12.1,597
1996/12,Yukon,In-migrants,v509040,12.1,321
1997/03,Yukon,In-migrants,v509040,12.1,454
1997/06,Yukon,In-migrants,v509040,12.1,533
1997/09,Yukon,In-migrants,v509040,12.1,405
1997/12,Yukon,In-migrants,v509040,12.1,238
1998/03,Yukon,In-migrants,v509040,12.1,345
1998/06,Yukon,In-migrants,v509040,12.1,514
1998/09,Yukon,In-migrants,v509040,12.1,461
1998/12,Yukon,In-migrants,v509040,12.1,198
1999/03,Yukon,In-migrants,v509040,12.1,171
1999/06,Yukon,In-migrants,v509040,12.1,476
1999/09,Yukon,In-migrants,v509040,12.1,405
1999/12,Yukon,In-migrants,v509040,12.1,231
2000/03,Yukon,In-migrants,v509040,12.1,257
2000/06,Yukon,In-migrants,v509040,12.1,374
2000/09,Yukon,In-migrants,v509040,12.1,323
2000/12,Yukon,In-migrants,v509040,12.1,224
2001/03,Yukon,In-migrants,v509040,12.1,243
2001/06,Yukon,In-migrants,v509040,12.1,363
2001/09,Yukon,In-migrants,v509040,12.1,354
2001/12,Yukon,In-migrants,v509040,12.1,252
2002/03,Yukon,In-migrants,v509040,12.1,307
2002/06,Yukon,In-migrants,v509040,12.1,435
2002/09,Yukon,In-migrants,v509040,12.1,317
2002/12,Yukon,In-migrants,v509040,12.1,309
2003/03,Yukon,In-migrants,v509040,12.1,272
2003/06,Yukon,In-migrants,v509040,12.1,501
2003/09,Yukon,In-migrants,v509040,12.1,491
2003/12,Yukon,In-migrants,v509040,12.1,205
2004/03,Yukon,In-migrants,v509040,12.1,301
2004/06,Yukon,In-migrants,v509040,12.1,362
2004/09,Yukon,In-migrants,v509040,12.1,492
2004/12,Yukon,In-migrants,v509040,12.1,221
2005/03,Yukon,In-migrants,v509040,12.1,235
2005/06,Yukon,In-migrants,v509040,12.1,478
2005/09,Yukon,In-migrants,v509040,12.1,471
2005/12,Yukon,In-migrants,v509040,12.1,228
2006/03,Yukon,In-migrants,v509040,12.1,241
2006/06,Yukon,In-migrants,v509040,12.1,327
2006/09,Yukon,In-migrants,v509040,12.1,487
2006/12,Yukon,In-migrants,v509040,12.1,208
2007/03,Yukon,In-migrants,v509040,12.1,277
2007/06,Yukon,In-migrants,v509040,12.1,386
2007/09,Yukon,In-migrants,v509040,12.1,460
2007/12,Yukon,In-migrants,v509040,12.1,340
2008/03,Yukon,In-migrants,v509040,12.1,375
2008/06,Yukon,In-migrants,v509040,12.1,301
2008/09,Yukon,In-migrants,v509040,12.1,507
2008/12,Yukon,In-migrants,v509040,12.1,260
2009/03,Yukon,In-migrants,v509040,12.1,350
2009/06,Yukon,In-migrants,v509040,12.1,331
2009/09,Yukon,In-migrants,v509040,12.1,439
2009/12,Yukon,In-migrants,v509040,12.1,232
2010/03,Yukon,In-migrants,v509040,12.1,264
2010/06,Yukon,In-migrants,v509040,12.1,483
2010/09,Yukon,In-migrants,v509040,12.1,334
2010/12,Yukon,In-migrants,v509040,12.1,281
2011/03,Yukon,In-migrants,v509040,12.1,370
2011/06,Yukon,In-migrants,v509040,12.1,492
2011/09,Yukon,In-migrants,v509040,12.1,435
2011/12,Yukon,In-migrants,v509040,12.1,345
2012/03,Yukon,In-migrants,v509040,12.1,349
2012/06,Yukon,In-migrants,v509040,12.1,506
2012/09,Yukon,In-migrants,v509040,12.1,349
2012/12,Yukon,In-migrants,v509040,12.1,248
2013/03,Yukon,In-migrants,v509040,12.1,249
2013/06,Yukon,In-migrants,v509040,12.1,529
2013/09,Yukon,In-migrants,v509040,12.1,148
2013/12,Yukon,In-migrants,v509040,12.1,174
2014/03,Yukon,In-migrants,v509040,12.1,488
2014/06,Yukon,In-migrants,v509040,12.1,688
2014/09,Yukon,In-migrants,v509040,12.1,303
2014/12,Yukon,In-migrants,v509040,12.1,145
2015/03,Yukon,In-migrants,v509040,12.1,312
2015/06,Yukon,In-migrants,v509040,12.1,663
2015/09,Yukon,In-migrants,v509040,12.1,348
2015/12,Yukon,In-migrants,v509040,12.1,153
2016/03,Yukon,In-migrants,v509040,12.1,453
2016/06,Yukon,In-migrants,v509040,12.1,688
2016/09,Yukon,In-migrants,v509040,12.1,359
2016/12,Yukon,In-migrants,v509040,12.1,258
2017/03,Yukon,In-migrants,v509040,12.1,475
2017/06,Yukon,In-migrants,v509040,12.1,522
1971/09,Yukon,Out-migrants,v509055,12.2,619
1971/12,Yukon,Out-migrants,v509055,12.2,539
1972/03,Yukon,Out-migrants,v509055,12.2,480
1972/06,Yukon,Out-migrants,v509055,12.2,422
1972/09,Yukon,Out-migrants,v509055,12.2,630
1972/12,Yukon,Out-migrants,v509055,12.2,709
1973/03,Yukon,Out-migrants,v509055,12.2,587
1973/06,Yukon,Out-migrants,v509055,12.2,445
1973/09,Yukon,Out-migrants,v509055,12.2,818
1973/12,Yukon,Out-migrants,v509055,12.2,705
1974/03,Yukon,Out-migrants,v509055,12.2,686
1974/06,Yukon,Out-migrants,v509055,12.2,601
1974/09,Yukon,Out-migrants,v509055,12.2,763
1974/12,Yukon,Out-migrants,v509055,12.2,633
1975/03,Yukon,Out-migrants,v509055,12.2,683
1975/06,Yukon,Out-migrants,v509055,12.2,479
1975/09,Yukon,Out-migrants,v509055,12.2,707
1975/12,Yukon,Out-migrants,v509055,12.2,639
1976/03,Yukon,Out-migrants,v509055,12.2,552
1976/06,Yukon,Out-migrants,v509055,12.2,581
1976/09,Yukon,Out-migrants,v509055,12.2,1075
1976/12,Yukon,Out-migrants,v509055,12.2,809
1977/03,Yukon,Out-migrants,v509055,12.2,532
1977/06,Yukon,Out-migrants,v509055,12.2,686
1977/09,Yukon,Out-migrants,v509055,12.2,888
1977/12,Yukon,Out-migrants,v509055,12.2,665
1978/03,Yukon,Out-migrants,v509055,12.2,435
1978/06,Yukon,Out-migrants,v509055,12.2,551
1978/09,Yukon,Out-migrants,v509055,12.2,1089
1978/12,Yukon,Out-migrants,v509055,12.2,807
1979/03,Yukon,Out-migrants,v509055,12.2,525
1979/06,Yukon,Out-migrants,v509055,12.2,668
1979/09,Yukon,Out-migrants,v509055,12.2,953
1979/12,Yukon,Out-migrants,v509055,12.2,721
1980/03,Yukon,Out-migrants,v509055,12.2,471
1980/06,Yukon,Out-migrants,v509055,12.2,611
1980/09,Yukon,Out-migrants,v509055,12.2,811
1980/12,Yukon,Out-migrants,v509055,12.2,620
1981/03,Yukon,Out-migrants,v509055,12.2,399
1981/06,Yukon,Out-migrants,v509055,12.2,506
1981/09,Yukon,Out-migrants,v509055,12.2,844
1981/12,Yukon,Out-migrants,v509055,12.2,492
1982/03,Yukon,Out-migrants,v509055,12.2,318
1982/06,Yukon,Out-migrants,v509055,12.2,677
1982/09,Yukon,Out-migrants,v509055,12.2,982
1982/12,Yukon,Out-migrants,v509055,12.2,794
1983/03,Yukon,Out-migrants,v509055,12.2,535
1983/06,Yukon,Out-migrants,v509055,12.2,665
1983/09,Yukon,Out-migrants,v509055,12.2,740
1983/12,Yukon,Out-migrants,v509055,12.2,616
1984/03,Yukon,Out-migrants,v509055,12.2,416
1984/06,Yukon,Out-migrants,v509055,12.2,349
1984/09,Yukon,Out-migrants,v509055,12.2,539
1984/12,Yukon,Out-migrants,v509055,12.2,465
1985/03,Yukon,Out-migrants,v509055,12.2,381
1985/06,Yukon,Out-migrants,v509055,12.2,354
1985/09,Yukon,Out-migrants,v509055,12.2,659
1985/12,Yukon,Out-migrants,v509055,12.2,587
1986/03,Yukon,Out-migrants,v509055,12.2,435
1986/06,Yukon,Out-migrants,v509055,12.2,478
1986/09,Yukon,Out-migrants,v509055,12.2,662
1986/12,Yukon,Out-migrants,v509055,12.2,454
1987/03,Yukon,Out-migrants,v509055,12.2,327
1987/06,Yukon,Out-migrants,v509055,12.2,375
1987/09,Yukon,Out-migrants,v509055,12.2,841
1987/12,Yukon,Out-migrants,v509055,12.2,635
1988/03,Yukon,Out-migrants,v509055,12.2,302
1988/06,Yukon,Out-migrants,v509055,12.2,364
1988/09,Yukon,Out-migrants,v509055,12.2,793
1988/12,Yukon,Out-migrants,v509055,12.2,635
1989/03,Yukon,Out-migrants,v509055,12.2,477
1989/06,Yukon,Out-migrants,v509055,12.2,604
1989/09,Yukon,Out-migrants,v509055,12.2,690
1989/12,Yukon,Out-migrants,v509055,12.2,552
1990/03,Yukon,Out-migrants,v509055,12.2,431
1990/06,Yukon,Out-migrants,v509055,12.2,579
1990/09,Yukon,Out-migrants,v509055,12.2,882
1990/12,Yukon,Out-migrants,v509055,12.2,373
1991/03,Yukon,Out-migrants,v509055,12.2,303
1991/06,Yukon,Out-migrants,v509055,12.2,344
1991/09,Yukon,Out-migrants,v509055,12.2,758
1991/12,Yukon,Out-migrants,v509055,12.2,511
1992/03,Yukon,Out-migrants,v509055,12.2,263
1992/06,Yukon,Out-migrants,v509055,12.2,338
1992/09,Yukon,Out-migrants,v509055,12.2,919
1992/12,Yukon,Out-migrants,v509055,12.2,600
1993/03,Yukon,Out-migrants,v509055,12.2,316
1993/06,Yukon,Out-migrants,v509055,12.2,503
1993/09,Yukon,Out-migrants,v509055,12.2,960
1993/12,Yukon,Out-migrants,v509055,12.2,613
1994/03,Yukon,Out-migrants,v509055,12.2,428
1994/06,Yukon,Out-migrants,v509055,12.2,651
1994/09,Yukon,Out-migrants,v509055,12.2,666
1994/12,Yukon,Out-migrants,v509055,12.2,289
1995/03,Yukon,Out-migrants,v509055,12.2,306
1995/06,Yukon,Out-migrants,v509055,12.2,537
1995/09,Yukon,Out-migrants,v509055,12.2,373
1995/12,Yukon,Out-migrants,v509055,12.2,436
1996/03,Yukon,Out-migrants,v509055,12.2,356
1996/06,Yukon,Out-migrants,v509055,12.2,474
1996/09,Yukon,Out-migrants,v509055,12.2,506
